user_id,signup_date,plan_type,monthly_price,login_frequency_per_week,watch_time_hours_per_week,last_active_days,payment_failures,support_tickets,months_subscribed,cancelled
11281,2024-08-15,Basic,199,4,7.8,2,0,1,17,0
11282,2024-12-14,Basic,199,1,12.9,8,0,0,23,1
11283,2023-06-07,Standard,299,4,1.3,7,1,1,11,0
11284,2024-09-23,Basic,199,8,2.5,28,0,0,10,1
11285,2023-02-28,Standard,299,3,8.8,6,0,0,4,0
11286,2024-12-27,Basic,199,3,9.9,26,1,1,17,0
11287,2023-05-08,Basic,199,3,13.4,6,2,1,14,0
11288,2024-12-21,Standard,299,5,10.6,22,0,0,2,0
11289,2023-04-25,Premium,499,3,3.2,20,0,0,7,0
11290,2023-07-28,Standard,299,4,8.9,7,0,0,16,0
11291,2024-06-09,Standard,299,8,10.4,19,0,0,17,1
11292,2024-06-04,Basic,199,5,0.5,4,2,0,22,0
11293,2024-07-05,Standard,299,5,7.8,2,1,1,4,0
11294,2023-08-25,Basic,199,1,6.7,18,0,0,3,1
11295,2023-10-08,Basic,199,5,5.4,1,0,1,23,0
11296,2023-12-25,Standard,299,7,10.0,13,0,0,5,0
11297,2023-07-20,Basic,199,7,3.4,20,0,2,6,0
11298,2023-10-05,Basic,199,2,9.7,27,0,2,23,0
11299,2023-08-23,Premium,499,3,10.2,1,0,1,6,0
11300,2024-05-08,Premium,499,2,12.3,9,0,1,6,0
11301,2023-01-04,Basic,199,3,3.5,19,0,1,19,0
11302,2024-10-27,Basic,199,7,2.0,9,0,0,11,0
11303,2024-03-17,Basic,199,3,9.1,27,0,1,19,0
11304,2023-01-29,Basic,199,4,6.9,16,1,1,14,1
11305,2023-04-19,Premium,499,4,19.6,1,0,0,15,0
11306,2024-09-01,Basic,199,7,9.8,26,0,0,5,1
11307,2024-12-27,Premium,499,1,8.2,0,0,1,23,0
11308,2023-03-16,Basic,199,4,7.3,17,1,0,12,0
11309,2023-05-26,Premium,499,4,3.1,3,1,0,13,0
11310,2023-05-08,Basic,199,5,10.3,0,0,0,22,0
11311,2023-02-11,Premium,499,1,7.7,21,0,0,18,0
11312,2023-12-22,Basic,199,1,7.7,16,0,0,3,1
11313,2023-02-10,Standard,299,2,8.4,2,0,0,12,0
11314,2023-02-03,Basic,199,1,8.9,1,0,0,5,0
11315,2023-01-17,Basic,199,4,1.0,17,0,1,13,0
11316,2024-11-07,Premium,499,2,11.3,3,0,0,23,0
11317,2023-06-02,Premium,499,1,4.6,24,0,0,13,0
11318,2024-01-13,Premium,499,3,7.4,2,0,0,6,0
11319,2024-08-10,Standard,299,2,13.1,11,0,2,16,0
11320,2024-08-21,Premium,499,2,15.1,21,0,1,3,0
11321,2024-09-20,Basic,199,4,1.2,15,0,2,7,1
11322,2023-12-08,Basic,199,5,8.1,27,1,2,21,0
11323,2023-01-27,Basic,199,1,9.1,10,0,0,10,0
11324,2023-10-14,Standard,299,1,2.0,9,0,1,4,1
11325,2024-10-07,Basic,199,4,11.2,18,0,1,12,0
11326,2024-12-31,Basic,199,5,8.5,9,0,0,6,0
11327,2023-06-17,Standard,299,4,8.8,20,0,2,18,0
11328,2024-09-01,Premium,499,2,4.3,24,0,1,7,1
11329,2023-09-25,Basic,199,3,9.7,2,1,1,2,1
11330,2024-03-30,Basic,199,7,11.4,23,1,1,23,0
11331,2024-11-15,Basic,199,2,8.5,5,1,2,8,1
11332,2024-02-05,Basic,199,6,5.9,13,0,2,18,0
11333,2024-04-20,Basic,199,9,6.3,11,0,0,13,0
11334,2024-12-02,Standard,299,4,8.9,7,0,3,23,0
11335,2024-09-25,Standard,299,4,8.2,1,0,3,3,0
11336,2024-07-11,Standard,299,2,11.6,8,0,0,13,0
11337,2024-07-29,Basic,199,3,6.1,13,1,0,7,0
11338,2023-05-10,Premium,499,4,3.1,0,0,0,1,0
11339,2023-12-29,Basic,199,3,9.4,2,0,0,18,0
11340,2024-12-05,Standard,299,2,6.1,19,0,1,21,1
11341,2024-11-23,Premium,499,1,11.1,5,0,0,16,0
11342,2023-10-19,Basic,199,4,8.0,26,0,1,11,0
11343,2024-01-06,Basic,199,3,10.6,19,0,0,17,0
11344,2023-01-29,Premium,499,4,3.9,12,0,0,5,0
11345,2023-05-29,Basic,199,4,8.6,10,0,2,6,0
11346,2023-10-23,Standard,299,4,5.2,14,0,1,14,0
11347,2023-01-11,Basic,199,4,3.1,17,0,2,14,0
11348,2024-05-26,Standard,299,4,4.6,18,0,0,19,1
11349,2024-11-06,Basic,199,5,5.8,18,1,0,5,0
11350,2023-04-23,Basic,199,1,13.0,5,0,0,18,0
11351,2023-07-06,Standard,299,6,5.7,14,2,1,11,1
11352,2023-08-15,Basic,199,2,2.9,20,0,0,12,1
11353,2023-11-06,Basic,199,2,8.5,13,2,0,19,1
11354,2023-04-08,Basic,199,5,8.1,4,0,0,21,0
11355,2023-02-24,Basic,199,4,6.0,29,0,0,17,0
11356,2024-09-14,Basic,199,6,7.4,10,0,0,21,0
11357,2024-10-25,Basic,199,7,11.9,19,2,1,17,1
11358,2024-02-10,Premium,499,3,10.7,12,1,1,2,0
11359,2023-03-10,Basic,199,0,10.3,12,0,0,6,0
11360,2023-11-08,Standard,299,5,3.3,3,0,0,19,1
11361,2023-10-16,Basic,199,10,19.5,8,0,1,6,0
11362,2024-07-01,Basic,199,9,12.2,22,0,0,1,0
11363,2023-05-28,Premium,499,5,10.1,28,0,0,14,1
11364,2024-04-11,Basic,199,5,3.3,12,0,3,23,0
11365,2023-09-01,Premium,499,3,11.8,27,0,0,2,1
11366,2024-05-05,Basic,199,2,6.0,7,1,1,21,1
11367,2024-05-21,Standard,299,5,7.2,19,0,0,21,0
11368,2023-12-31,Standard,299,4,1.3,10,0,1,12,0
11369,2024-04-26,Premium,499,4,3.0,18,0,1,17,0
11370,2023-07-20,Standard,299,3,9.8,0,0,1,23,0
11371,2023-06-03,Standard,299,2,12.0,8,0,0,4,0
11372,2024-03-25,Basic,199,3,10.7,24,0,2,4,1
11373,2024-05-15,Basic,199,6,10.6,1,1,1,7,0
11374,2023-03-14,Premium,499,8,7.7,3,0,0,13,0
11375,2024-12-13,Basic,199,2,6.4,28,0,1,17,0
11376,2023-10-23,Basic,199,2,9.2,3,0,1,14,0
11377,2023-01-17,Premium,499,2,11.3,27,0,0,22,0
11378,2024-10-02,Basic,199,4,8.0,0,0,0,17,0
11379,2023-08-05,Premium,499,3,12.8,27,0,0,16,0
11380,2023-03-02,Standard,299,4,7.1,17,0,0,16,1
11381,2024-09-07,Standard,299,5,4.1,13,0,0,6,0
11382,2023-02-11,Premium,499,6,8.0,12,1,0,2,0
11383,2023-01-25,Basic,199,5,8.4,7,0,1,17,0
11384,2023-02-08,Basic,199,5,7.7,5,0,1,23,0
11385,2023-05-11,Standard,299,5,13.1,16,0,1,2,1
11386,2024-05-12,Basic,199,4,11.2,22,0,1,18,0
11387,2023-08-17,Standard,299,3,2.3,10,0,1,21,0
11388,2023-04-18,Premium,499,4,14.1,14,0,1,20,0
11389,2023-06-21,Standard,299,7,0.0,6,0,0,12,1
11390,2024-03-10,Basic,199,3,16.6,21,0,1,4,1
11391,2024-04-22,Premium,499,5,6.9,28,0,1,9,0
11392,2023-04-12,Standard,299,4,7.2,29,1,1,11,0
11393,2024-06-07,Standard,299,4,7.8,26,0,0,17,0
11394,2023-10-02,Basic,199,2,9.5,7,0,0,13,0
11395,2024-09-04,Premium,499,4,8.0,10,0,0,19,0
11396,2023-02-13,Standard,299,6,7.5,27,1,0,8,0
11397,2023-01-17,Premium,499,3,13.2,20,1,0,5,0
11398,2023-11-26,Premium,499,4,10.3,1,1,0,10,0
11399,2024-07-22,Basic,199,7,4.2,19,0,0,15,0
11400,2024-05-11,Standard,299,4,11.0,10,0,0,19,0
11401,2023-01-12,Premium,499,4,10.1,13,0,0,9,0
11402,2023-11-14,Basic,199,4,5.8,23,1,1,16,1
11403,2024-08-14,Premium,499,6,11.2,12,1,1,16,0
11404,2023-08-04,Premium,499,5,7.4,7,0,1,8,0
11405,2023-12-05,Standard,299,2,7.1,11,0,1,3,0
11406,2024-10-22,Standard,299,1,7.0,20,0,2,3,1
11407,2023-03-22,Premium,499,5,0.0,21,0,1,10,1
11408,2024-12-27,Premium,499,3,5.9,8,1,0,12,0
11409,2024-04-29,Basic,199,3,10.9,25,0,1,15,0
11410,2024-01-09,Basic,199,6,7.9,25,0,1,15,1
11411,2024-12-10,Standard,299,3,2.9,9,0,0,19,1
11412,2023-07-19,Standard,299,2,11.9,10,0,0,14,0
11413,2024-06-20,Standard,299,3,6.8,10,0,0,11,0
11414,2024-04-10,Standard,299,2,3.1,15,1,1,6,0
11415,2023-03-30,Basic,199,7,16.8,17,2,1,12,1
11416,2023-09-25,Standard,299,3,3.8,20,0,2,18,1
11417,2024-10-16,Basic,199,5,11.5,8,0,1,2,1
11418,2024-07-24,Standard,299,5,4.9,2,0,0,16,0
11419,2024-05-03,Standard,299,4,8.5,21,0,0,4,0
11420,2024-06-21,Basic,199,3,4.4,3,1,1,4,1
11421,2023-02-16,Basic,199,2,3.0,19,0,0,21,1
11422,2023-10-15,Standard,299,3,10.1,18,0,0,17,1
11423,2023-01-16,Standard,299,3,9.6,9,1,0,20,0
11424,2024-12-11,Basic,199,5,12.6,12,0,1,22,0
11425,2024-02-05,Premium,499,7,7.9,0,0,0,10,0
11426,2023-03-27,Standard,299,7,16.9,11,0,0,18,0
11427,2023-09-07,Premium,499,7,9.1,10,2,0,19,0
11428,2024-01-26,Standard,299,5,10.3,23,1,1,11,0
11429,2023-12-01,Standard,299,4,2.6,4,1,1,14,0
11430,2024-09-20,Premium,499,6,5.5,1,2,1,4,0
11431,2024-06-02,Standard,299,2,10.1,16,0,2,16,0
11432,2023-05-17,Standard,299,4,7.7,16,0,0,3,1
11433,2024-11-18,Basic,199,4,8.8,19,0,1,22,0
11434,2024-05-12,Standard,299,3,4.7,14,1,0,11,0
11435,2024-12-27,Basic,199,2,8.5,3,0,0,5,0
11436,2024-04-21,Basic,199,3,8.5,21,1,0,21,1
11437,2024-08-16,Basic,199,7,3.3,10,0,0,2,0
11438,2023-08-11,Basic,199,1,10.6,22,1,1,12,1
11439,2024-01-07,Premium,499,0,1.2,0,0,1,13,1
11440,2024-02-06,Basic,199,5,8.7,9,0,0,2,0
11441,2024-03-18,Standard,299,4,15.1,17,0,0,5,0
11442,2024-05-04,Premium,499,6,10.7,14,0,1,23,0
11443,2024-09-06,Standard,299,2,10.7,18,0,1,19,1
11444,2023-09-30,Basic,199,3,4.4,24,0,0,5,0
11445,2024-06-09,Standard,299,4,15.1,3,0,0,3,0
11446,2023-06-08,Standard,299,1,13.5,5,0,0,19,0
11447,2023-06-01,Standard,299,1,4.6,1,0,0,19,1
11448,2024-09-11,Premium,499,4,6.1,12,0,1,11,0
11449,2023-07-07,Premium,499,3,13.0,26,1,0,12,1
11450,2023-04-08,Standard,299,5,15.2,1,1,1,19,0
11451,2023-05-11,Basic,199,4,2.9,12,0,0,20,0
11452,2023-06-20,Standard,299,7,4.0,14,1,1,10,0
11453,2023-07-02,Basic,199,3,7.4,28,2,1,17,0
11454,2023-12-30,Premium,499,1,0.0,17,1,0,12,1
11455,2023-02-08,Basic,199,6,8.1,10,1,0,3,0
11456,2024-06-10,Basic,199,1,12.7,4,0,0,21,0
11457,2024-05-11,Premium,499,2,2.2,28,0,1,8,0
11458,2024-05-30,Standard,299,1,8.5,24,0,1,8,0
11459,2023-12-15,Basic,199,4,5.7,13,0,0,13,0
11460,2024-02-01,Standard,299,2,14.6,21,0,0,22,0
11461,2024-12-22,Premium,499,5,5.7,15,0,1,13,0
11462,2023-06-10,Basic,199,3,14.1,13,0,1,10,1
11463,2023-01-16,Premium,499,4,5.6,8,0,1,15,0
11464,2024-05-07,Basic,199,6,11.1,5,0,0,23,0
11465,2024-03-01,Premium,499,3,9.0,8,0,1,16,0
11466,2023-04-18,Premium,499,2,7.4,28,1,0,13,1
11467,2024-03-25,Basic,199,3,4.8,4,0,1,11,0
11468,2023-11-07,Standard,299,4,9.3,10,2,0,12,0
11469,2023-06-19,Basic,199,3,6.2,11,0,1,14,0
11470,2024-06-29,Standard,299,4,5.2,16,0,1,20,0
11471,2024-02-18,Standard,299,4,13.9,5,0,2,3,0
11472,2023-09-08,Standard,299,3,10.2,19,0,0,15,1
11473,2023-05-21,Basic,199,2,10.6,24,0,1,11,1
11474,2023-10-01,Basic,199,5,6.4,5,1,1,3,1
11475,2024-02-20,Basic,199,6,7.3,14,0,1,18,1
11476,2024-08-30,Basic,199,5,7.0,16,1,0,8,1
11477,2023-02-08,Standard,299,4,9.3,21,0,1,23,1
11478,2023-01-29,Premium,499,2,10.6,2,0,1,8,0
11479,2024-04-21,Standard,299,4,7.9,18,0,0,13,1
11480,2023-11-14,Standard,299,5,4.8,22,0,1,6,0
11481,2023-09-02,Premium,499,1,11.0,1,0,1,10,0
11482,2024-11-27,Standard,299,5,8.1,8,0,0,15,0
11483,2023-09-29,Premium,499,1,2.2,8,1,0,5,0
11484,2024-03-15,Standard,299,1,0.0,6,0,1,1,0
11485,2023-08-27,Basic,199,3,9.2,24,1,1,8,0
11486,2024-01-12,Basic,199,4,4.7,15,0,1,2,0
11487,2023-09-23,Standard,299,6,9.7,26,0,1,1,0
11488,2023-12-25,Basic,199,1,4.9,5,0,0,16,0
11489,2023-12-06,Basic,199,3,8.5,8,0,1,5,0
11490,2024-01-24,Standard,299,3,6.5,25,0,2,19,0
11491,2024-07-30,Standard,299,5,15.0,12,0,0,11,0
11492,2024-11-19,Standard,299,8,11.8,1,0,0,8,0
11493,2023-01-03,Basic,199,1,13.4,13,0,1,4,0
11494,2024-03-04,Basic,199,4,8.1,4,0,0,14,0
11495,2023-05-22,Standard,299,1,11.3,10,0,1,17,1
11496,2024-01-11,Premium,499,2,8.4,14,1,0,9,0
11497,2024-10-31,Standard,299,1,13.9,5,0,1,4,1
11498,2023-11-20,Premium,499,3,7.7,27,0,1,2,1
11499,2023-05-26,Premium,499,3,2.4,5,0,0,10,0
11500,2023-10-20,Standard,299,6,0.0,15,1,2,19,1
11501,2024-10-26,Basic,199,2,14.7,26,0,1,22,0
11502,2024-03-07,Standard,299,4,9.9,19,0,1,9,1
11503,2024-12-05,Standard,299,5,10.2,28,0,1,22,0
11504,2024-08-07,Standard,299,5,14.0,3,1,0,16,0
11505,2024-02-03,Standard,299,7,1.4,4,0,0,20,0
11506,2023-12-10,Standard,299,7,6.6,5,0,0,17,0
11507,2023-05-20,Basic,199,7,7.1,27,0,0,2,0
11508,2023-07-06,Standard,299,4,11.0,12,0,0,23,0
11509,2023-03-02,Basic,199,0,5.2,13,0,1,19,0
11510,2024-01-15,Premium,499,1,3.2,23,1,1,2,1
11511,2024-12-10,Basic,199,3,3.2,27,0,2,16,0
11512,2024-03-15,Basic,199,2,12.6,12,0,2,16,0
11513,2023-11-15,Standard,299,4,5.0,9,0,1,22,0
11514,2023-10-29,Standard,299,7,5.8,16,0,0,14,0
11515,2023-12-10,Standard,299,7,10.5,23,0,1,20,0
11516,2023-01-11,Basic,199,7,5.2,17,0,0,1,1
11517,2023-03-03,Standard,299,2,1.2,26,1,3,9,0
11518,2023-08-14,Basic,199,5,1.7,6,0,1,15,0
11519,2023-06-02,Premium,499,9,7.8,3,0,1,15,0
11520,2024-12-11,Premium,499,1,10.0,23,0,3,11,1
11521,2024-07-17,Standard,299,1,7.2,21,1,2,5,1
11522,2024-07-24,Basic,199,1,9.7,20,1,1,8,1
11523,2024-08-06,Standard,299,2,1.5,15,0,1,22,0
11524,2024-10-21,Basic,199,1,1.8,9,0,1,7,1
11525,2024-07-28,Standard,299,6,17.0,25,0,1,6,0
11526,2023-11-06,Basic,199,2,12.9,29,0,0,7,0
11527,2023-08-31,Premium,499,6,11.1,20,0,1,19,0
11528,2024-05-07,Basic,199,9,5.4,19,0,0,14,0
11529,2024-01-01,Standard,299,4,7.0,29,1,1,11,0
11530,2023-11-26,Standard,299,1,8.0,18,0,0,19,1
11531,2023-04-17,Standard,299,4,13.3,2,0,2,14,0
11532,2023-08-14,Basic,199,2,9.6,29,0,0,19,0
11533,2023-08-06,Premium,499,7,10.1,18,0,0,6,0
11534,2024-05-20,Standard,299,5,7.3,22,0,0,1,0
11535,2023-09-16,Standard,299,7,11.2,23,0,0,14,0
11536,2024-05-31,Basic,199,5,9.2,12,0,0,12,0
11537,2023-02-23,Standard,299,5,8.2,7,2,1,12,0
11538,2023-02-16,Standard,299,7,5.0,17,2,0,9,0
11539,2024-12-27,Basic,199,3,7.5,29,0,0,9,1
11540,2024-11-19,Basic,199,3,3.7,18,0,1,14,0
11541,2024-06-04,Premium,499,6,7.8,17,0,1,20,0
11542,2023-04-09,Basic,199,3,8.4,21,0,0,2,0
11543,2023-01-20,Basic,199,6,0.0,26,1,0,14,0
11544,2024-07-26,Standard,299,4,7.1,18,0,0,23,0
11545,2024-05-04,Premium,499,6,3.3,21,0,2,7,1
11546,2024-02-23,Basic,199,5,10.0,3,0,1,15,0
11547,2024-11-20,Standard,299,7,10.5,12,0,1,22,0
11548,2023-03-03,Basic,199,5,6.3,11,0,0,8,0
11549,2023-05-25,Basic,199,4,10.2,14,0,0,19,1
11550,2023-08-04,Basic,199,7,10.4,25,1,0,2,1
11551,2023-01-03,Premium,499,3,7.1,14,0,0,1,0
11552,2023-06-09,Basic,199,2,14.1,9,0,2,19,0
11553,2023-04-30,Basic,199,4,5.1,21,2,0,8,1
11554,2023-03-30,Standard,299,6,13.9,28,0,0,7,0
11555,2023-11-25,Premium,499,5,7.1,18,1,0,18,1
11556,2024-08-02,Basic,199,2,4.6,20,0,1,19,1
11557,2023-12-23,Standard,299,1,6.6,7,1,0,13,0
11558,2024-09-01,Basic,199,3,3.6,18,0,1,16,0
11559,2023-09-24,Standard,299,8,11.1,24,0,0,23,0
11560,2024-09-08,Standard,299,7,1.6,8,1,0,11,0
11561,2023-11-19,Standard,299,3,13.6,28,1,0,22,0
11562,2024-09-26,Basic,199,4,4.3,6,0,0,10,0
11563,2024-06-24,Basic,199,3,11.3,7,0,0,19,0
11564,2024-10-10,Basic,199,0,8.1,8,1,0,5,1
11565,2023-07-14,Basic,199,4,9.1,16,0,0,12,1
11566,2023-11-28,Basic,199,5,5.6,14,0,0,4,0
11567,2023-06-19,Premium,499,5,9.4,15,0,1,16,0
11568,2024-06-04,Premium,499,3,8.5,6,0,0,2,0
11569,2024-04-07,Premium,499,2,2.2,9,0,1,4,0
11570,2023-02-09,Premium,499,4,4.1,18,1,1,16,0
11571,2024-06-20,Standard,299,7,5.8,5,0,3,22,1
11572,2023-09-18,Standard,299,0,5.0,24,2,0,11,1
11573,2024-01-30,Basic,199,8,13.0,11,0,1,6,0
11574,2023-08-14,Standard,299,3,8.0,14,0,0,11,0
11575,2023-05-04,Standard,299,6,4.9,9,0,0,10,0
11576,2023-02-07,Standard,299,2,6.0,26,0,0,15,1
11577,2023-11-24,Premium,499,1,6.0,23,0,1,21,1
11578,2023-09-08,Basic,199,4,6.8,17,0,1,7,1
11579,2023-06-25,Basic,199,5,3.7,3,0,1,21,0
11580,2024-08-24,Premium,499,0,4.7,29,0,1,15,1
11581,2024-03-29,Basic,199,4,11.1,10,0,1,22,0
11582,2023-02-06,Standard,299,4,8.7,4,1,0,1,1
11583,2023-11-12,Premium,499,2,7.4,12,0,1,8,0
11584,2024-11-18,Standard,299,4,8.0,9,1,0,5,1
11585,2024-08-15,Standard,299,3,7.8,21,1,0,21,1
11586,2023-04-24,Basic,199,2,7.2,28,0,0,6,0
11587,2023-02-09,Basic,199,3,10.1,6,0,0,22,0
11588,2023-10-28,Premium,499,4,9.8,10,1,1,4,0
11589,2023-08-12,Standard,299,7,1.7,3,0,1,15,1
11590,2023-11-14,Standard,299,5,7.5,3,1,0,4,0
11591,2023-12-15,Basic,199,7,2.0,4,0,0,3,0
11592,2023-04-25,Basic,199,4,10.5,24,0,0,16,0
11593,2024-11-28,Premium,499,4,11.1,8,0,1,16,0
11594,2023-11-19,Basic,199,6,5.6,29,0,0,8,1
11595,2024-07-21,Standard,299,4,7.5,0,0,0,21,0
11596,2023-02-09,Basic,199,6,0.0,28,0,0,6,1
11597,2023-02-09,Standard,299,2,11.9,15,0,0,21,0
11598,2023-10-16,Premium,499,5,10.8,4,0,0,13,0
11599,2023-09-19,Standard,299,3,12.6,4,2,0,9,1
11600,2023-08-04,Basic,199,2,13.9,6,1,1,9,0
11601,2023-05-27,Standard,299,3,3.1,7,1,1,11,1
11602,2023-12-02,Premium,499,4,11.6,18,0,1,8,1
11603,2023-06-17,Standard,299,1,13.9,0,0,0,13,0
11604,2023-04-02,Premium,499,5,2.0,17,0,2,19,1
11605,2023-12-19,Standard,299,6,7.3,21,0,0,22,0
11606,2024-07-24,Premium,499,1,6.5,10,0,1,1,1
11607,2024-07-24,Standard,299,2,11.4,29,0,2,17,1
11608,2024-11-11,Basic,199,2,0.0,21,0,1,6,1
11609,2023-12-29,Basic,199,5,15.3,26,0,1,12,1
11610,2024-07-10,Basic,199,4,7.5,28,0,0,4,0
11611,2023-12-11,Premium,499,4,11.7,15,0,1,21,0
11612,2024-11-23,Premium,499,5,7.8,20,1,1,16,1
11613,2023-06-19,Standard,299,6,10.0,10,0,0,21,0
11614,2023-12-22,Basic,199,5,0.0,20,1,0,3,0
11615,2023-07-10,Basic,199,4,6.5,8,0,1,17,0
11616,2024-10-28,Premium,499,2,11.4,26,1,1,22,0
11617,2024-02-26,Standard,299,6,9.2,6,0,0,18,0
11618,2024-11-30,Basic,199,2,1.5,21,0,1,18,0
11619,2023-01-07,Standard,299,4,8.2,14,0,0,18,0
11620,2023-05-13,Basic,199,4,4.7,10,1,1,8,0
11621,2024-07-10,Basic,199,9,4.4,22,0,2,23,0
11622,2023-01-31,Standard,299,3,1.9,18,0,1,8,1
11623,2024-06-18,Basic,199,4,10.5,28,0,1,13,0
11624,2024-03-01,Premium,499,6,12.5,6,0,2,12,0
11625,2024-01-29,Basic,199,1,16.5,15,0,1,15,0
11626,2024-11-02,Basic,199,6,2.1,2,1,2,10,1
11627,2023-12-29,Basic,199,5,11.1,15,0,1,9,0
11628,2024-03-12,Premium,499,6,11.3,7,0,0,3,0
11629,2024-10-31,Standard,299,4,5.7,25,0,0,10,0
11630,2024-07-04,Standard,299,3,4.3,9,0,0,17,0
11631,2023-03-23,Basic,199,4,3.7,8,0,1,15,0
11632,2023-12-22,Basic,199,6,5.9,2,0,0,10,0
11633,2023-09-15,Standard,299,3,8.8,6,0,0,20,0
11634,2024-12-18,Premium,499,3,13.4,7,0,1,21,0
11635,2024-08-11,Premium,499,6,12.4,2,0,1,14,0
11636,2024-06-07,Basic,199,4,1.5,15,0,1,16,1
11637,2023-10-22,Standard,299,1,4.8,21,1,0,22,1
11638,2023-08-12,Premium,499,5,13.2,28,0,1,6,0
11639,2024-06-08,Basic,199,1,5.1,13,0,2,7,0
11640,2023-02-15,Premium,499,4,7.8,6,0,1,10,0
11641,2024-10-28,Basic,199,5,1.2,3,0,0,19,1
11642,2023-04-23,Premium,499,6,12.6,5,0,2,18,0
11643,2023-08-21,Premium,499,1,0.3,6,0,1,9,1
11644,2023-01-17,Premium,499,4,1.4,11,0,0,2,1
11645,2023-12-26,Standard,299,4,12.2,6,1,1,9,1
11646,2023-08-11,Basic,199,5,15.7,26,0,3,4,1
11647,2024-11-30,Premium,499,3,6.8,0,1,2,11,1
11648,2024-03-23,Basic,199,2,7.8,17,1,1,17,1
11649,2023-12-31,Basic,199,5,11.6,10,0,0,3,0
11650,2024-11-05,Standard,299,7,9.2,10,0,0,15,0
11651,2023-11-22,Premium,499,3,6.5,16,0,1,2,0
11652,2024-04-11,Premium,499,5,6.1,24,0,0,16,1
11653,2024-02-18,Basic,199,3,1.7,11,1,0,4,0
11654,2024-03-30,Premium,499,1,8.9,22,0,0,18,1
11655,2024-08-08,Standard,299,11,7.6,26,0,0,10,0
11656,2023-08-21,Basic,199,4,6.2,22,0,1,6,0
11657,2023-08-12,Basic,199,6,4.0,18,0,1,11,0
11658,2024-02-16,Basic,199,3,4.4,20,0,0,10,0
11659,2024-07-25,Basic,199,4,10.5,17,0,1,1,0
11660,2023-12-01,Premium,499,8,11.5,20,0,0,16,0
11661,2023-08-10,Standard,299,5,6.7,23,0,1,5,0
11662,2023-02-06,Standard,299,2,6.3,12,1,0,9,0
11663,2023-10-05,Premium,499,7,4.6,9,0,0,17,0
11664,2023-07-15,Basic,199,4,11.7,18,0,0,4,1
11665,2024-04-28,Premium,499,1,8.1,3,0,0,2,0
11666,2023-08-30,Standard,299,10,9.5,23,1,1,2,1
11667,2023-11-20,Premium,499,5,9.4,14,1,0,5,1
11668,2024-12-31,Basic,199,2,6.8,17,0,1,2,0
11669,2023-07-11,Premium,499,3,3.3,0,0,0,13,0
11670,2023-01-17,Basic,199,2,4.0,18,1,1,5,1
11671,2024-06-07,Basic,199,2,12.5,1,0,0,1,0
11672,2024-02-05,Premium,499,2,5.1,9,0,2,21,0
11673,2024-12-05,Basic,199,5,6.4,29,0,1,15,1
11674,2023-01-22,Standard,299,5,3.5,17,1,0,19,0
11675,2024-04-18,Standard,299,7,3.1,3,0,0,14,0
11676,2023-04-30,Standard,299,5,4.9,28,0,0,12,0
11677,2023-07-29,Basic,199,4,14.8,28,0,0,2,0
11678,2023-11-02,Basic,199,5,10.6,21,0,2,20,0
11679,2023-09-27,Basic,199,3,5.9,9,0,0,1,0
11680,2024-12-04,Standard,299,4,12.3,25,1,1,3,1
11681,2024-11-17,Basic,199,4,7.4,20,1,0,11,0
11682,2023-10-12,Basic,199,6,13.4,3,0,0,17,0
11683,2024-12-16,Basic,199,2,16.8,23,0,0,5,1
11684,2024-11-06,Basic,199,4,12.1,26,2,0,17,1
11685,2023-08-15,Standard,299,4,8.4,20,0,0,18,1
11686,2024-01-16,Premium,499,4,10.8,17,0,1,23,0
11687,2024-04-04,Basic,199,5,8.1,19,2,0,3,1
11688,2023-01-07,Standard,299,2,0.7,22,1,1,15,1
11689,2023-01-29,Standard,299,6,5.4,3,0,1,16,0
11690,2023-02-02,Standard,299,3,4.2,14,0,0,15,0
11691,2024-10-07,Standard,299,3,5.3,21,0,0,17,0
11692,2023-03-20,Standard,299,1,15.2,17,1,0,18,0
11693,2024-04-03,Standard,299,3,12.5,8,1,1,23,1
11694,2024-07-23,Basic,199,3,9.8,19,0,0,8,0
11695,2024-06-21,Standard,299,3,11.2,28,1,1,21,1
11696,2024-04-26,Standard,299,5,0.4,16,1,1,14,1
11697,2024-03-05,Basic,199,5,10.9,29,0,1,4,1
11698,2023-10-12,Basic,199,9,11.8,2,0,0,10,0
11699,2024-05-30,Premium,499,6,0.0,12,0,0,20,0
11700,2023-04-09,Standard,299,3,11.1,29,1,2,21,0
11701,2024-02-01,Standard,299,6,2.3,6,0,1,7,0
11702,2024-05-03,Premium,499,4,0.1,13,0,0,23,0
11703,2023-02-08,Standard,299,3,13.3,29,0,1,20,0
11704,2023-09-28,Standard,299,4,4.0,25,0,0,1,0
11705,2023-06-06,Premium,499,10,5.1,24,0,1,21,0
11706,2023-03-16,Premium,499,3,12.0,5,0,0,7,0
11707,2023-05-10,Standard,299,4,6.8,13,0,0,12,0
11708,2024-11-17,Standard,299,3,7.3,13,0,0,4,0
11709,2023-03-25,Basic,199,7,7.2,28,0,0,7,0
11710,2023-01-22,Premium,499,4,9.4,13,0,0,15,0
11711,2024-04-03,Standard,299,5,7.1,19,0,1,2,0
11712,2024-06-22,Basic,199,4,8.5,17,0,2,2,0
11713,2024-12-07,Premium,499,3,6.0,8,0,0,5,0
11714,2024-01-17,Standard,299,1,9.4,11,0,1,3,0
11715,2024-03-15,Basic,199,4,9.3,13,0,0,16,1
